1.000,425.000,1168.000,5.000,58.000,31578.000,37786.000
2.000,421.000,1155.000,6.000,96.000,40270.000,49832.000
3.000,27.000,1152.000,7.000,133.000,37281.000,45278.000
4.000,301.000,1126.000,6.000,102.000,39207.000,47195.000
5.000,924.000,987.000,3.000,21.000,23266.000,27081.000
6.000,64.000,974.000,6.000,94.000,28468.000,33983.000
7.000,873.000,958.000,5.000,58.000,32676.000,40898.000
8.000,1029.000,943.000,5.000,67.000,38854.000,48128.000
9.000,542.000,938.000,3.000,32.000,27670.000,33155.000
10.000,597.000,933.000,4.000,49.000,27781.000,31881.000
11.000,615.000,924.000,4.000,25.000,27756.000,31044.000
12.000,517.000,920.000,4.000,33.000,29531.000,34383.000
13.000,507.000,919.000,4.000,38.000,31028.000,35288.000
14.000,493.000,917.000,3.000,17.000,23424.000,24805.000
15.000,668.000,917.000,5.000,51.000,28447.000,33499.000
16.000,546.000,913.000,3.000,31.000,26358.000,30177.000
17.000,623.000,912.000,5.000,66.000,33219.000,40019.000
18.000,899.000,911.000,5.000,71.000,39204.000,49103.000
19.000,534.000,910.000,5.000,66.000,33303.000,40839.000
20.000,930.000,902.000,3.000,27.000,26198.000,31830.000
21.000,635.000,903.000,5.000,69.000,31477.000,36440.000
22.000,554.000,903.000,4.000,37.000,28431.000,33930.000
23.000,543.000,901.000,3.000,16.000,21597.000,23992.000
24.000,952.000,901.000,4.000,37.000,33040.000,38188.000
25.000,739.000,901.000,4.000,42.000,29861.000,36234.000
26.000,941.000,900.000,5.000,53.000,33335.000,39935.000
27.000,458.000,900.000,5.000,55.000,29737.000,36740.000
28.000,581.000,897.000,4.000,36.000,23774.000,26951.000
29.000,801.000,897.000,5.000,61.000,30480.000,35234.000
30.000,653.000,895.000,4.000,38.000,26378.000,31368.000
31.000,565.000,894.000,4.000,46.000,30376.000,35988.000
32.000,552.000,893.000,3.000,17.000,25478.000,30238.000
33.000,628.000,892.000,3.000,20.000,25177.000,27967.000
34.000,772.000,892.000,5.000,56.000,34680.000,42360.000
35.000,814.000,890.000,5.000,75.000,34004.000,41064.000
36.000,574.000,888.000,3.000,26.000,25538.000,29525.000
37.000,875.000,886.000,5.000,65.000,32213.000,38761.000
38.000,621.000,884.000,6.000,58.000,31082.000,35267.000
39.000,749.000,882.000,5.000,77.000,33339.000,40450.000
40.000,829.000,879.000,4.000,42.000,26173.000,30247.000
41.000,764.000,878.000,3.000,22.000,21989.000,24913.000
42.000,296.000,879.000,5.000,73.000,32752.000,40382.000
43.000,865.000,877.000,4.000,46.000,28728.000,33159.000
44.000,906.000,876.000,6.000,70.000,35745.000,44505.000
45.000,504.000,875.000,4.000,32.000,26524.000,29334.000
46.000,353.000,875.000,4.000,47.000,26689.000,31881.000
47.000,678.000,874.000,4.000,41.000,27597.000,30124.000
48.000,875.000,872.000,4.000,39.000,28427.000,33095.000
49.000,589.000,873.000,4.000,33.000,24465.000,28378.000
50.000,553.000,874.000,6.000,79.000,31218.000,37216.000
51.000,938.000,870.000,4.000,44.000,29501.000,35202.000
52.000,892.000,869.000,4.000,38.000,31891.000,38883.000
53.000,754.000,870.000,6.000,84.000,43223.000,58114.000
54.000,630.000,866.000,3.000,26.000,29735.000,34139.000
55.000,864.000,866.000,5.000,57.000,32233.000,39904.000
56.000,834.000,866.000,5.000,62.000,27904.000,31326.000
57.000,768.000,866.000,4.000,32.000,26374.000,29743.000
58.000,671.000,866.000,5.000,53.000,32644.000,38103.000
59.000,800.000,865.000,5.000,69.000,28233.000,31960.000
60.000,700.000,865.000,6.000,83.000,29969.000,35082.000
61.000,813.000,862.000,4.000,30.000,25745.000,29155.000
62.000,520.000,862.000,4.000,34.000,27824.000,32653.000
63.000,730.000,862.000,4.000,34.000,23235.000,25685.000
64.000,759.000,858.000,4.000,33.000,22767.000,24419.000
65.000,506.000,858.000,5.000,62.000,30396.000,35094.000
66.000,684.000,854.000,8.000,99.000,25137.000,34837.000
67.000,666.000,854.000,4.000,40.000,29338.000,32102.000
68.000,582.000,855.000,5.000,71.000,28334.000,34205.000
69.000,464.000,855.000,6.000,101.000,37542.000,45478.000
70.000,840.000,853.000,4.000,25.000,25989.000,31092.000
71.000,829.000,853.000,4.000,46.000,29874.000,35200.000
72.000,805.000,852.000,5.000,58.000,27751.000,31174.000
73.000,655.000,851.000,5.000,40.000,25595.000,29869.000
74.000,970.000,848.000,5.000,61.000,35295.000,42701.000
75.000,712.000,846.000,3.000,18.000,26574.000,28847.000
76.000,576.000,846.000,3.000,24.000,23673.000,26796.000
77.000,405.000,848.000,6.000,80.000,39512.000,49957.000
78.000,859.000,845.000,4.000,28.000,19564.000,21721.000
79.000,675.000,846.000,4.000,43.000,33729.000,39620.000
80.000,536.000,846.000,5.000,61.000,26315.000,30705.000
81.000,882.000,845.000,5.000,64.000,27275.000,32590.000
82.000,870.000,844.000,4.000,31.000,21448.000,24094.000
83.000,795.000,842.000,5.000,55.000,31231.000,37956.000
84.000,754.000,838.000,5.000,54.000,33978.000,43902.000
85.000,494.000,838.000,4.000,48.000,24655.000,27546.000
86.000,671.000,836.000,4.000,41.000,30322.000,35618.000
87.000,860.000,833.000,4.000,39.000,20609.000,23253.000
88.000,323.000,834.000,5.000,63.000,35971.000,44268.000
89.000,720.000,829.000,4.000,39.000,31096.000,38447.000
90.000,358.000,831.000,5.000,63.000,37784.000,43483.000
91.000,484.000,829.000,4.000,49.000,32340.000,37404.000
92.000,850.000,827.000,4.000,23.000,24694.000,27425.000
93.000,889.000,828.000,6.000,87.000,37962.000,46436.000
94.000,526.000,827.000,5.000,54.000,29699.000,35808.000
95.000,1012.000,827.000,7.000,117.000,39792.000,48966.000
96.000,967.000,826.000,5.000,75.000,33360.000,39899.000
97.000,988.000,824.000,5.000,53.000,33354.000,41226.000
98.000,473.000,823.000,5.000,65.000,34885.000,40613.000
99.000,287.000,824.000,5.000,57.000,33243.000,39911.000
100.000,1046.000,821.000,3.000,24.000,24451.000,27761.000
101.000,953.000,823.000,5.000,74.000,33825.000,39996.000
102.000,369.000,821.000,4.000,32.000,28816.000,32891.000
103.000,827.000,822.000,5.000,67.000,25394.000,29153.000
104.000,486.000,820.000,3.000,27.000,34826.000,39600.000
105.000,457.000,821.000,5.000,52.000,28910.000,34451.000
106.000,841.000,819.000,4.000,49.000,27232.000,32167.000
107.000,854.000,818.000,4.000,28.000,22608.000,26655.000
108.000,280.000,817.000,3.000,24.000,26536.000,31092.000
109.000,889.000,816.000,5.000,58.000,38595.000,44705.000
110.000,591.000,816.000,4.000,49.000,35124.000,43635.000
111.000,552.000,815.000,3.000,29.000,27030.000,31035.000
112.000,527.000,815.000,4.000,42.000,30619.000,35906.000
113.000,511.000,812.000,3.000,30.000,24543.000,28457.000
114.000,882.000,806.000,4.000,50.000,33322.000,40110.000
115.000,365.000,809.000,7.000,132.000,46265.000,57774.000
116.000,893.000,804.000,4.000,51.000,33572.000,38224.000
117.000,467.000,804.000,5.000,57.000,32903.000,37574.000
118.000,680.000,803.000,4.000,42.000,31529.000,37057.000
